3.195802418065009018e-04,-1.262507976496074491e-04,-2.091276224414073681e-04,-4.634379946466538058e-05,6.207557956729040441e-05,6.639816018727593542e-08,6.391390345012226692e-01,-2.524931483223622486e-01,-4.182412209061717734e-01,-9.268449552092918042e-02,1.241470065597627265e-01,1.328236884778386353e-04
1.258464109353870375e-01,-5.014093670013819448e-02,-8.254279983327394987e-02,-1.836281547659690538e-02,2.466454208533471609e-02,5.355989892254522889e-04,6.047696925309542504e-01,-2.452467047004899814e-01,-3.986006985130241542e-01,-8.938585951874869484e-02,1.207510491169246081e-01,7.712521084386899338e-03
2.379003632350662478e-01,-9.730294480758683306e-02,-1.571779381687177235e-01,-3.538026965857477002e-02,4.793538771862872194e-02,4.025401681151342427e-03,5.056044809237658644e-01,-2.241589529792115121e-01,-3.419411312831910355e-01,-7.977978339875763103e-02,1.109467418726195476e-01,2.932864486476956245e-02
3.244554302643393173e-01,-1.389946454218859984e-01,-2.172459339343513207e-01,-4.990413109859370699e-02,6.868339411699245223e-02,1.300588607351963952e-02,3.520408377865602567e-01,-1.909105689630874458e-01,-2.542242240803072040e-01,-6.461330869574066771e-02,9.574108754731303073e-02,6.196617640526549953e-02
3.761589906224882540e-01,-1.730325181218961283e-01,-2.574095911335727571e-01,-6.093320917291422667e-02,8.597547490031554052e-02,2.924085290557064398e-02,1.601778569428335963e-01,-1.481282657000426717e-01,-1.446629309022062770e-01,-4.505926137907123596e-02,7.668356595746939064e-02,1.009890350809512782e-01
3.873117997842401294e-01,-1.978335448717949419e-01,-2.744192101749587387e-01,-6.773537764312442810e-02,9.922841216554456611e-02,5.344792073998586024e-02,-4.987398999634073959e-02,-9.914396215279785984e-02,-2.472917168006016908e-02,-2.261610684363424273e-02,5.568961842264408268e-02,1.406736122501958675e-01
3.564644885298839938e-01,-2.125267114582163330e-01,-2.674438538566026313e-01,-6.990034900711261656e-02,1.082606652972328831e-01,8.514576049481470399e-02,-2.561033466319528884e-01,-4.769119809971966717e-02,9.308155792026040487e-02,1.019202736943225496e-03,3.482163284022898875e-02,1.748721512343093254e-01
2.865682040419370580e-01,-2.169999291555813059e-01,-2.381421765731972506e-01,-6.736526195932901473e-02,1.132981279148570497e-01,1.226410357313759136e-01,-4.369063545805462745e-01,2.431804986491314935e-03,1.965954016075466271e-01,2.409386870849683504e-02,1.605177995168960425e-02,1.977334993262108709e-01
1.846639860075272033e-01,-2.118789280488031501e-01,-1.904653022259672479e-01,-6.041125753666887199e-02,1.149328421087558727e-01,1.631586596951700718e-01,-5.733498771205713940e-01,4.769996669626297425e-02,2.752699765988797509e-01,4.494451759222417575e-02,1.033214139717353319e-03,2.044022020934177508e-01
6.114401893936305399e-02,-1.984412065388629909e-01,-1.302131701222258853e-01,-4.963182478689986965e-02,1.140389592726998025e-01,2.031032232359258893e-01,-6.511514571806084062e-01,8.516774132091842198e-02,3.213273291217400018e-01,6.213211318591843613e-02,-9.094557690464410982e-03,1.916188312425237683e-01
-7.133708265794069803e-02,-1.784743000873001417e-01,-6.439241521989658157e-02,-3.587620719391892976e-02,1.116550905035651464e-01,2.384249146554773269e-01,-6.621679774042737998e-01,1.127151248660751559e-01,3.305874671920006058e-01,7.455459289204546813e-02,-1.384385437286361764e-02,1.581546468269745542e-01
-1.991860672782563846e-01,-1.540928468549696007e-01,-4.453366374834732966e-04,-2.017334362983125295e-02,1.088460864396012528e-01,2.650515079609394586e-01,-6.052370036472298764e-01,1.292105173064383994e-01,3.029121012607782215e-01,8.152748886718075294e-02,-1.344422561969094154e-02,1.050311218325217233e-01
-3.092904505229698842e-01,-1.275326693542938594e-01,5.456648432929089854e-02,-3.643471392644759277e-03,1.065597960145936440e-01,2.793403109260794714e-01,-4.862832346451129162e-01,1.345760862438150074e-01,2.422101733064660478e-01,8.282586208560116514e-02,-8.826548833704150887e-03,3.549766184290925608e-02
-3.903842235388754744e-01,-1.009420014441014812e-01,9.473534739015687656e-02,1.259450587914878739e-02,1.054951913479207359e-01,2.785011803657644336e-01,-3.176801032663822966e-01,1.297510287737030366e-01,1.560039811018681943e-01,7.868454047560945186e-02,-1.526066400608927509e-03,-4.523338068429527681e-02
-4.342164815267224309e-01,-7.618989726514147076e-02,1.159533528243550382e-01,2.751157068053844412e-02,1.059973042141781896e-01,2.609441510727505964e-01,-1.169351652768324534e-01,1.165582359181904781e-01,5.460213575647632211e-02,6.975756063255095230e-02,6.486536500205364320e-03,-1.304693035305004578e-01
-4.364006295238531674e-01,-5.470979392144942333e-02,1.163606765134939103e-01,4.024531306195955338e-02,1.079917798088025904e-01,2.265126540610395978e-01,9.516084057259455165e-02,9.748930967666546987e-02,-5.003187246392648557e-02,5.704149450509732322e-02,1.302893882959565985e-02,-2.126887111199848857e-01
-3.968557416694287743e-01,-3.739239173122799187e-02,9.654705277836739263e-02,5.015834651048156623e-02,1.109677790508412087e-01,1.765749550610151708e-01,2.967249995132759111e-01,7.543072258076044534e-02,-1.455936642023730743e-01,4.177064036375854883e-02,1.596255865035645094e-02,-2.842952569057921597e-01
-3.197948455330012485e-01,-2.453686677780786418e-02,5.948392704532845521e-02,5.687380562480193191e-02,1.140128694269160192e-01,1.139611102137227938e-01,4.670814734408779145e-01,5.335937019156772321e-02,-2.207926680885957671e-01,2.529456209428293523e-02,1.345234815132434480e-02,-3.383950857895057229e-01
-2.132627962492666951e-01,-1.586347333223242506e-02,1.019385339767753251e-02,6.028557631496123115e-02,1.158979659713343935e-01,4.274887389743575739e-02,5.889261758678654424e-01,3.403832323936942239e-02,-2.666008881900445715e-01,8.949940912800213866e-03,4.202867990563130540e-03,-3.695164198205536099e-01
-8.827392552925028557e-02,-1.058443712437240336e-02,-4.480779972787507504e-02,6.054335428798407470e-02,1.152049044181868709e-01,-3.208209632477032613e-02,6.501287378134767980e-01,1.974301326072153140e-02,-2.772600904549990530e-01,-6.060973106625233697e-03,-1.235552262754402442e-02,-3.741951648850300183e-01
4.235822721586346429e-02,-7.524305996139957209e-03,-9.823897716487728360e-02,5.801501892652161096e-02,1.104844290120698957e-01,-1.050943919934099746e-01,6.449824346561535693e-01,1.204447963240769248e-02,-2.509373716891444284e-01,-1.877387632611554613e-02,-3.595175647135018249e-02,-3.513639098019771811e-01
1.653745183569643729e-01,-5.276183255718130960e-03,-1.428666158839742018e-01,5.323091924991363300e-02,1.004287731851127852e-01,-1.708914116522741722e-01,5.747715179324486279e-01,1.167007109123714692e-02,-1.899566042994904613e-01,-2.853839936312052572e-02,-6.544474196561178569e-02,-3.025018433954751451e-01
2.684635250086234159e-01,-2.376983900306828268e-03,-1.723235425959146472e-01,4.681629742164794550e-02,8.404099725950464617e-02,-2.246202931935892266e-01,4.475978945388536800e-01,1.845379947702438517e-02,-1.005786960170673705e-01,-3.505990167797234935e-02,-9.888527134067903734e-02,-2.315278249802044108e-01
3.415471877360707897e-01,2.516666714365289881e-03,-1.818376881060901340e-01,3.941907208929174011e-02,6.078305611578738166e-02,-2.624282945494216257e-01,2.774876228525124944e-01,3.137924882027319506e-02,7.647890257728162666e-03,-3.840384569948895876e-02,-1.336653960616190906e-01,-1.444455201694561097e-01
3.778231921688218753e-01,1.046990384129947715e-02,-1.687937213723650354e-01,3.164047963846727818e-02,3.068624638080663658e-02,-2.818261006570788041e-01,8.287392405503801740e-02,4.870851281221603990e-02,1.228985413237460023e-01,-3.896323572471355190e-02,-1.667423860494746113e-01,-4.877535641678587552e-02
3.744546723261354959e-01,2.214428908724544454e-02,-1.330648521562262376e-01,2.397560731048908877e-02,-5.588921300148097515e-03,-2.819207952675095719e-01,-1.153807374848492273e-01,6.818203416289470020e-02,2.323387539638344101e-01,-3.739323321902063291e-02,-1.949164729676874097e-01,4.716965554485419432e-02
