6.326879957738731301e-04,1.766094667177142696e-04,-4.351008348058016395e-05,2.483828601129722813e-05,4.522309748076548154e-04,-7.058420926631114867e-04,-3.087750029551195041e-04,-5.944271845859105952e-04,2.676475493457175503e-04,-3.282056825759660512e-04,1.056479331795756593e-04,3.210978404360096371e-04,1.265333294747104764e+00,3.532069342800420730e-01,-8.701719615941996833e-02,4.967491063501971310e-02,9.044314932766349679e-01,-1.411636711666990118e+00,-6.175291451905310369e-01,-1.188814284721852799e+00,5.352769904523334565e-01,-6.563892478632101790e-01,2.112888300952268650e-01,6.421741321156424487e-01
2.455328189394194449e-01,6.732893907013259849e-02,-1.633031783776495161e-02,9.883452708359108385e-03,1.764346212947756620e-01,-2.763588868204269744e-01,-1.195087902087776932e-01,-2.311850306705443003e-01,1.030947398316106600e-01,-1.278333121542130080e-01,4.246381375189178797e-02,1.264779520954318337e-01,1.144656794723863946e+00,3.023036844811699542e-01,-7.042574406320931124e-02,4.865358116079750161e-02,8.314505095135538149e-01,-1.312087190260879943e+00,-5.543650242700176589e-01,-1.083006650232781753e+00,4.723562487262550347e-01,-6.003086163148818599e-01,2.126425808421372743e-01,6.081298256940814717e-01
4.452499033171658516e-01,1.165448237321342617e-01,-2.623858397171607848e-02,1.956162772315250820e-02,3.242277341574117955e-01,-5.131663573370026654e-01,-2.158513774776493754e-01,-4.224965331838248517e-01,1.815929404017091464e-01,-2.337916738854861620e-01,8.512887535148949691e-02,2.392386211726924006e-01,8.267814938734407981e-01,1.841951387535761819e-01,-2.440645750346678855e-02,4.887088509521186896e-02,6.270296521855844851e-01,-1.027413151469369623e+00,-3.991696911959385918e-01,-8.091560072470138643e-01,2.957964786537148338e-01,-4.448895616784576124e-01,2.133044188832866617e-01,5.090568016495322645e-01
5.692730149175484478e-01,1.410236553383015234e-01,-2.478211095763294125e-02,2.994969050471030236e-02,4.209226968595047857e-01,-6.772815746330929088e-01,-2.774846958562005028e-01,-5.497144194295255915e-01,2.159728024701546012e-01,-3.012774264764539467e-01,1.272497156582508282e-01,3.261486516044770356e-01,4.036797441840933587e-01,6.530554582726000312e-02,4.112226573442165356e-02,5.671631850066860547e-02,3.280708723412684158e-01,-5.922983756975197522e-01,-2.176005170076988904e-01,-4.575516505116450361e-01,3.809832615928043786e-02,-2.219996912237176545e-01,2.059424560297007378e-01,3.505147056637736291e-01
6.053931694118830364e-01,1.455942346758609673e-01,-9.457948254132375610e-03,4.297074932313460494e-02,4.525023640013225990e-01,-7.431852412624340154e-01,-3.042212410359623753e-01,-6.056701990450052975e-01,1.946103495043538523e-01,-3.208209669072481507e-01,1.665598155279057746e-01,3.757249140602658688e-01,-4.037321065852861324e-02,-1.110287993191794165e-02,1.115164738344047446e-01,7.513000028501470862e-02,-1.513000090530569608e-02,-5.371301229228908625e-02,-5.476455428493620659e-02,-1.069408950988837148e-01,-2.526518634329288915e-01,2.753553728818136648e-02,1.844912838876444638e-01,1.360031213095691527e-01
5.557113061847585023e-01,1.397799374786568016e-01,1.898666522251457600e-02,6.044359978066293770e-02,4.155619951899391928e-01,-6.954107376800355844e-01,-3.015693865054680511e-01,-5.956880405552089641e-01,1.164559918860885723e-01,-2.911735947860316642e-01,1.999473192528800070e-01,3.769549445312714298e-01,-4.460906695771260644e-01,-4.030883852934596945e-02,1.693523196901157435e-01,9.995064908382977897e-02,-3.480355120009659409e-01,5.347342261606824465e-01,7.586416258076322805e-02,1.965158675364397922e-01,-5.202616901829604235e-01,2.636411542464300872e-01,1.465991070704886212e-01,-1.319607760784102801e-01
4.324493982558186289e-01,1.314056306729871615e-01,5.636017902876933050e-02,8.271589892291930646e-02,3.174774164111937580e-01,-5.305971784046754625e-01,-2.759341286116268055e-01,-5.317287312060214877e-01,-8.343506941566047885e-03,-2.185106623800447956e-01,2.240992518496021102e-01,3.206064324027813051e-01,-7.695539251169614126e-01,-4.062265121948516189e-02,1.985986143502871393e-01,1.211673703516991107e-01,-6.182792020658078869e-01,1.101942832658409088e+00,1.755549579245951897e-01,4.303442071559304694e-01,-7.110448870772633212e-01,4.528227034776288740e-01,9.215520748664940420e-02,-4.330852279255670290e-01
2.557796129729617007e-01,1.238717392093580116e-01,9.597785578219220071e-02,1.078842088070852689e-01,1.754397927731243811e-01,-2.635124990479215112e-01,-2.333006888007582713e-01,-4.288730178743233035e-01,-1.602598383398379234e-01,-1.147959031365108906e-01,2.356847019509555885e-01,2.061040357036469928e-01,-9.748611717967370360e-01,-3.563398043326948539e-02,1.915540788817171602e-01,1.270632960020529056e-01,-7.810235413430455242e-01,1.534336364855448664e+00,2.457866417531762160e-01,5.844914035084691761e-01,-7.870554041816413271e-01,5.710054602467984353e-01,2.079694952528132745e-02,-6.964600970182366346e-01
5.207953085140104577e-02,1.162293005269043888e-01,1.308922639114973308e-01,1.319126878844834039e-01,1.432455797611975612e-02,6.458691476496358774e-02,-1.796766087872186946e-01,-3.034083903610158561e-01,-3.146356685560514066e-01,4.248760013841890171e-03,2.312386177306668955e-01,5.220803404426543892e-02,-1.036994767684880303e+00,-4.417058110404992188e-02,1.534664798693297083e-01,1.087214855562956828e-01,-8.054918946218715403e-01,1.690729481380340182e+00,2.851517198286246391e-01,6.566089102632011176e-01,-7.358320744718094275e-01,6.048027856365043586e-01,-6.816900631378963737e-02,-8.088225383380276412e-01
-1.490051256362034948e-01,1.046174130727162144e-01,1.562655091005837882e-01,1.495609376344630981e-01,-1.368617542826244815e-01,3.895536488201373215e-01,-1.213311174595027575e-01,-1.714037452727329436e-01,-4.469143635805750137e-01,1.213192602148305266e-01,2.073562753136526382e-01,-1.031569379246755069e-01,-9.495292085685558270e-01,-7.615103770346187684e-02,9.883502183413717113e-02,6.345172674879218100e-02,-6.822603599857812728e-01,1.504119135615211711e+00,2.932625274943145843e-01,6.512067508184504749e-01,-5.698128505332578086e-01,5.517359294681389859e-01,-1.728347868915069974e-01,-7.120228482965368366e-01
-3.188279289462192523e-01,8.418410017796418288e-02,1.702792064671720951e-01,1.558265503672773278e-01,-2.497784843237260688e-01,6.484646065414573224e-01,-6.419506097766342068e-02,-4.735702557200072160e-02,-5.367819294002096342e-01,2.196553504056897310e-01,1.615431218356389031e-01,-2.230125065753596481e-01,-7.289942866777754382e-01,-1.315839040106764335e-01,4.169014004928861539e-02,-3.580823824844703296e-03,-4.277388564110917724e-01,1.052954049967080863e+00,2.740749636625100516e-01,5.793988993016419009e-01,-3.171930871463946033e-01,4.195415808141977898e-01,-2.856602126986573786e-01,-4.729084630251401133e-01
-4.341370031782920691e-01,5.099776886585694058e-02,1.732190369795327811e-01,1.474963068905377206e-01,-3.019517113199698954e-01,8.029586354518225555e-01,-1.304692785965289037e-02,5.704638697787145496e-02,-5.703329603405915549e-01,2.849574677351029983e-01,9.349074482312147438e-02,-2.906977450253811490e-01,-4.117275455313706978e-01,-2.015645429499224317e-01,-1.158065950698783375e-02,-7.994199336561202962e-02,-8.379286266146923623e-02,4.833650489802776562e-01,2.346301430564811386e-01,4.579682796586048710e-01,-1.268461501457984753e-02,2.248300583782003592e-01,-3.921848453413839808e-01,-2.073164657023784940e-01
-4.802923615711551797e-01,3.598047627728639952e-03,1.658169217573779441e-01,1.243506994182408398e-01,-2.815467803203852704e-01,8.416134205382341804e-01,2.877305585004957811e-02,1.339039854809653818e-01,-5.408391987761912434e-01,3.069995112687518013e-01,6.550199264987455194e-03,-3.089275005386804551e-01,-4.612226037598032846e-02,-2.708131671336957425e-01,-6.241453474950531266e-02,-1.487776658569001098e-01,2.859188302998805220e-01,-9.090053334515069139e-02,1.818252384421861767e-01,3.076035640988961095e-01,3.070624180037118123e-01,-8.558544978998217090e-03,-4.701849347902298248e-01,1.536159038578732705e-02
-4.528926993607185203e-01,-5.607356490294757023e-02,1.480851896469292939e-01,8.960604081431622348e-02,-1.909796014317177715e-01,7.708952258816959002e-01,5.917007954302916373e-02,1.796443555988694318e-01,-4.489529946780090874e-01,2.809048885947795782e-01,-9.082738550475477624e-02,-2.885795342015273768e-01,3.149364627766937375e-01,-3.212383683085240360e-01,-1.157050587045627132e-01,-1.934613791956668605e-01,6.048529204027708328e-01,-6.013220080101078224e-01,1.212964818099598885e-01,1.504836112578011864e-01,6.051232147215035440e-01,-2.512583921639999218e-01,-4.919536302777222092e-01,1.782461456918960074e-01
